	Prot_ID	dN	dS	pN	pS	MsaLen
154	ENSP00000182527	3	3	13	6	1146
155	ENSP00000183605	9	25	2	2	783
156	ENSP00000184183	6	5	8	2	636
157	ENSP00000184266	4	1	6	2	567
158	ENSP00000185150	1	8	1	0	1449
159	ENSP00000185206	5	9	4	1	1230
160	ENSP00000186436	8	7	47	31	5829
161	ENSP00000188312	0	5	6	2	1188
162	ENSP00000188790	2	4	26	29	2280
163	ENSP00000190165	6	7	26	13	1416
164	ENSP00000192314	10	10	40	16	1431
165	ENSP00000192788	10	21	6	0	4320
166	ENSP00000193322	3	1	12	8	1020
167	ENSP00000193391	22	18	66	34	3735
168	ENSP00000194130	19	13	26	15	1911
169	ENSP00000194214	3	2	2	0	726
170	ENSP00000194530	2	6	7	7	1305
171	ENSP00000196061	8	18	35	30	2349
172	ENSP00000196371	9	7	15	22	1821
173	ENSP00000196489	4	5	24	13	1782
174	ENSP00000197268	8	13	43	33	2055
175	ENSP00000198801	3	7	17	12	1092
176	ENSP00000199280	4	4	1	2	813
177	ENSP00000199320	1	3	15	4	939
178	ENSP00000199447	19	11	44	23	1764
179	ENSP00000199708	1	3	10	9	426
180	ENSP00000199764	9	17	25	13	1032
181	ENSP00000199814	0	8	8	7	1284
182	ENSP00000199936	12	10	22	17	1161
183	ENSP00000200135	1	11	52	25	2337
184	ENSP00000200181	13	56	0	0	5727
185	ENSP00000200453	16	10	83	45	2052
186	ENSP00000200457	3	16	50	25	1428
187	ENSP00000200557	14	13	28	19	2514
188	ENSP00000200652	1	3	29	19	1653
189	ENSP00000200676	5	6	46	21	1515
190	ENSP00000200691	0	3	0	0	339
191	ENSP00000201586	6	10	34	16	1113
192	ENSP00000201647	11	11	20	11	2169
193	ENSP00000202017	1	5	6	6	399
194	ENSP00000202556	7	31	0	0	3270
195	ENSP00000202625	11	16	113	37	2238
196	ENSP00000202677	12	35	6	5	5877
197	ENSP00000202816	14	11	42	23	2556
198	ENSP00000202967	4	7	23	14	948
199	ENSP00000203001	3	9	20	19	1494
200	ENSP00000203407	0	5	29	17	1440
201	ENSP00000203556	9	18	65	41	2910
202	ENSP00000203629	10	9	25	8	1581
203	ENSP00000203630	1	6	3	10	942
204	ENSP00000203664	3	2	16	20	807
205	ENSP00000204517	1	6	16	14	1023
206	ENSP00000204549	2	5	10	12	1461
207	ENSP00000204566	0	3	12	7	951
208	ENSP00000204604	7	18	77	37	2892
209	ENSP00000204679	8	13	32	27	924
210	ENSP00000204726	13	28	112	84	4557
211	ENSP00000205061	2	20	25	38	3639
212	ENSP00000205214	9	8	0	0	3297
213	ENSP00000205402	1	5	34	16	1614
214	ENSP00000205636	2	1	12	5	549
215	ENSP00000205948	4	4	15	8	1035
216	ENSP00000206020	0	2	0	2	681
217	ENSP00000206423	8	17	74	34	2850
218	ENSP00000206513	2	3	26	15	852
219	ENSP00000206765	6	21	77	50	2454
220	ENSP00000207457	5	7	48	11	1359
221	ENSP00000207549	9	33	76	36	3282
222	ENSP00000207870	26	16	48	20	1815
223	ENSP00000209668	9	9	23	9	1125
224	ENSP00000209718	12	11	31	12	1362
225	ENSP00000209728	9	8	23	15	1680
226	ENSP00000209873	6	6	23	16	1638
227	ENSP00000209875	0	1	1	3	630
228	ENSP00000209884	0	6	16	12	1827
229	ENSP00000209929	6	7	46	18	1605
230	ENSP00000210060	2	7	5	1	1107
231	ENSP00000210187	2	5	1	0	906
232	ENSP00000210313	6	5	0	1	1560
233	ENSP00000210444	0	4	18	7	1188
234	ENSP00000210633	12	13	0	0	2529
235	ENSP00000211287	2	9	20	17	1128
236	ENSP00000211314	0	1	8	4	297
237	ENSP00000211936	1	7	30	18	2253
238	ENSP00000211998	2	12	52	38	3402
239	ENSP00000212355	5	14	39	28	2583
240	ENSP00000214869	1	2	12	1	681
241	ENSP00000215061	29	11	19	6	792
242	ENSP00000215095	0	1	5	8	1866
243	ENSP00000215375	1	5	0	0	576
244	ENSP00000215530	4	1	14	3	528
245	ENSP00000215567	9	6	0	3	1038
246	ENSP00000215570	0	1	10	3	285
247	ENSP00000215574	0	13	15	13	708
248	ENSP00000215582	35	18	104	66	2037
249	ENSP00000215631	2	4	9	4	543
250	ENSP00000215637	14	8	0	0	1350
251	ENSP00000215659	3	8	3	3	1113
252	ENSP00000215727	11	5	30	21	1497
253	ENSP00000215730	5	8	14	4	954
254	ENSP00000215743	2	16	25	20	1539
255	ENSP00000215754	0	5	8	1	345
256	ENSP00000215781	3	2	28	14	756
257	ENSP00000215793	0	13	25	19	2400
258	ENSP00000215812	5	10	9	3	1200
259	ENSP00000215829	0	0	0	7	378
260	ENSP00000215832	4	5	4	6	1194
261	ENSP00000215838	7	14	49	29	1281
262	ENSP00000215882	2	5	10	4	933
263	ENSP00000215885	15	6	57	32	1617
264	ENSP00000215886	3	1	15	9	408
265	ENSP00000215906	1	5	18	23	1107
266	ENSP00000215909	3	2	4	2	405
267	ENSP00000215912	3	2	12	11	789
268	ENSP00000215917	6	3	20	8	1017
269	ENSP00000215939	6	10	0	0	756
270	ENSP00000215941	0	6	12	6	900
271	ENSP00000215980	0	2	11	10	540
272	ENSP00000216024	0	2	7	14	1020
273	ENSP00000216027	1	3	11	5	705
274	ENSP00000216034	0	1	5	12	426
275	ENSP00000216036	12	6	33	15	1044
276	ENSP00000216037	8	4	11	2	1548
277	ENSP00000216038	0	8	21	19	1515
278	ENSP00000216039	0	0	3	4	606
279	ENSP00000216044	1	2	1	8	2037
280	ENSP00000216068	0	0	3	3	315
281	ENSP00000216071	5	5	26	10	870
282	ENSP00000216075	3	13	4	1	855
283	ENSP00000216101	0	2	1	3	678
284	ENSP00000216106	5	5	33	12	1803
285	ENSP00000216115	7	6	17	4	480
286	ENSP00000216117	3	8	17	7	936
287	ENSP00000216121	2	2	3	6	894
288	ENSP00000216122	2	16	62	33	2202
289	ENSP00000216124	5	10	0	0	1527
290	ENSP00000216127	0	5	12	20	798
291	ENSP00000216129	5	14	68	52	2001
292	ENSP00000216133	0	3	6	8	873
293	ENSP00000216144	0	5	9	10	645
294	ENSP00000216160	5	17	35	43	1974
295	ENSP00000216177	19	16	0	0	1287
296	ENSP00000216181	2	47	109	125	5970
297	ENSP00000216185	2	3	5	4	606
298	ENSP00000216190	5	14	5	16	1755
299	ENSP00000216200	2	2	0	0	330
300	ENSP00000216211	6	6	35	16	861
301	ENSP00000216214	10	13	16	15	1080
302	ENSP00000216218	1	5	8	4	1107
303	ENSP00000216223	9	17	46	17	1653
304	ENSP00000216225	0	1	0	0	348
305	ENSP00000216237	11	17	31	31	2196
306	ENSP00000216241	12	11	8	4	2286
307	ENSP00000216252	0	3	0	1	330
308	ENSP00000216254	6	18	31	44	2433
309	ENSP00000216259	0	5	13	9	786
310	ENSP00000216264	3	12	38	28	1794
311	ENSP00000216271	9	16	62	50	2007
312	ENSP00000216274	12	9	31	18	1554
313	ENSP00000216277	0	1	15	12	2235
314	ENSP00000216286	8	18	82	38	4161
315	ENSP00000216294	3	8	23	12	1104
316	ENSP00000216297	0	12	14	31	3141
317	ENSP00000216330	0	5	7	4	672
318	ENSP00000216336	16	5	13	8	831
319	ENSP00000216341	16	6	7	2	867
320	ENSP00000216366	4	2	3	1	477
321	ENSP00000216373	4	13	57	36	4065
322	ENSP00000216392	3	18	0	0	2544
323	ENSP00000216410	0	1	6	3	552
324	ENSP00000216416	0	1	3	1	480
325	ENSP00000216420	0	1	5	3	996
326	ENSP00000216442	0	3	0	0	741
327	ENSP00000216446	1	5	16	5	1098
328	ENSP00000216455	0	4	2	8	765
329	ENSP00000216465	4	0	21	8	651
330	ENSP00000216468	0	5	22	6	987
331	ENSP00000216471	30	7	43	17	2028
332	ENSP00000216479	1	3	5	8	1014
333	ENSP00000216484	2	5	11	17	1698
334	ENSP00000216487	16	24	57	49	2955
335	ENSP00000216489	5	3	27	9	1167
336	ENSP00000216492	7	13	43	16	1377
337	ENSP00000216500	0	6	3	0	1137
338	ENSP00000216513	1	2	30	8	2370
339	ENSP00000216540	3	2	32	11	1188
340	ENSP00000216602	3	2	9	11	756
341	ENSP00000216629	9	9	4	1	1344
342	ENSP00000216639	1	5	13	4	1272
343	ENSP00000216714	4	8	0	0	984
344	ENSP00000216727	4	7	0	0	984
345	ENSP00000216733	8	6	41	24	1683
346	ENSP00000216756	4	3	0	0	681
347	ENSP00000216780	4	8	0	0	1980
348	ENSP00000216797	1	5	9	10	1368
349	ENSP00000216802	1	4	0	1	717
350	ENSP00000216807	0	2	7	4	969
351	ENSP00000216832	4	8	29	13	2163
352	ENSP00000216862	3	3	46	33	1542
353	ENSP00000216911	2	8	0	0	1212
354	ENSP00000216923	66	35	0	0	2517
355	ENSP00000216962	1	22	61	54	2622
356	ENSP00000217026	9	19	2	2	2100
357	ENSP00000217043	8	4	13	11	759
358	ENSP00000217086	12	18	65	56	3159
359	ENSP00000217109	0	9	0	13	1293
360	ENSP00000217121	2	1	0	0	687
361	ENSP00000217131	8	8	16	11	1350
362	ENSP00000217133	3	11	49	22	1356
363	ENSP00000217159	13	23	68	55	2166
364	ENSP00000217169	5	6	9	2	894
365	ENSP00000217173	18	10	29	19	1689
366	ENSP00000217182	0	7	3	25	1389
367	ENSP00000217188	8	11	70	39	1476
368	ENSP00000217195	1	3	4	7	597
369	ENSP00000217246	6	2	31	10	1275
370	ENSP00000217260	8	4	37	15	951
371	ENSP00000217270	7	10	32	19	1152
372	ENSP00000217289	17	11	46	27	2106
373	ENSP00000217320	6	5	0	0	741
374	ENSP00000217372	5	9	0	0	1947
375	ENSP00000217381	7	6	38	27	1515
376	ENSP00000217407	10	14	71	24	2193
377	ENSP00000217420	17	20	13	12	1593
378	ENSP00000217426	5	11	22	21	1416
379	ENSP00000217446	0	6	17	11	1305
380	ENSP00000217455	2	3	16	10	957
381	ENSP00000217456	2	8	1	1	1248
382	ENSP00000217515	1	2	4	6	894
383	ENSP00000217740	2	0	6	8	696
384	ENSP00000217901	5	14	2	0	1179
385	ENSP00000217958	0	5	5	2	678
386	ENSP00000217961	9	11	31	14	1791
387	ENSP00000218004	2	1	1	1	591
388	ENSP00000218006	9	15	39	14	3324
389	ENSP00000218008	3	2	1	0	1071
390	ENSP00000218075	4	9	0	0	1356
391	ENSP00000218089	0	9	2	7	3804
392	ENSP00000218099	4	3	10	9	1473
393	ENSP00000218104	4	13	10	17	2235
394	ENSP00000218224	0	2	0	0	795
395	ENSP00000218230	1	3	1	2	780
396	ENSP00000218316	9	6	20	11	1890
397	ENSP00000218340	3	4	7	2	1050
398	ENSP00000218348	15	22	2	0	3183
399	ENSP00000218436	19	13	58	16	3939
400	ENSP00000218548	11	28	78	48	3135
401	ENSP00000218721	9	11	24	17	1236
402	ENSP00000218867	6	3	30	14	873
403	ENSP00000219022	6	12	44	23	1530
404	ENSP00000219066	7	12	30	8	936
405	ENSP00000219069	7	12	36	18	2049
406	ENSP00000219070	1	16	3	3	1992
407	ENSP00000219097	4	4	11	4	885
408	ENSP00000219139	1	8	0	0	1266
409	ENSP00000219150	8	12	4	13	1383
410	ENSP00000219162	1	2	5	4	186
411	ENSP00000219197	0	3	7	2	579
412	ENSP00000219204	2	4	8	3	525
413	ENSP00000219207	3	5	2	0	546
414	ENSP00000219240	3	11	8	2	1185
415	ENSP00000219244	1	1	10	4	282
416	ENSP00000219252	0	5	3	12	840
417	ENSP00000219255	3	3	0	0	1038
418	ENSP00000219271	2	24	70	50	2007
419	ENSP00000219281	14	11	4	4	798
420	ENSP00000219299	2	7	0	2	1131
421	ENSP00000219301	5	5	0	0	1236
422	ENSP00000219302	0	5	16	3	507
423	ENSP00000219315	5	4	0	0	1422
424	ENSP00000219334	4	13	30	28	2172
425	ENSP00000219345	1	11	0	0	1257
426	ENSP00000219368	0	3	22	27	1116
427	ENSP00000219400	1	0	4	2	336
428	ENSP00000219406	3	12	64	42	1575
429	ENSP00000219409	10	14	0	0	714
430	ENSP00000219431	15	12	0	0	894
431	ENSP00000219439	3	5	22	17	990
432	ENSP00000219454	3	2	30	6	660
433	ENSP00000219476	16	44	109	116	5454
434	ENSP00000219481	6	13	31	14	900
435	ENSP00000219548	0	14	2	5	909
436	ENSP00000219599	2	5	0	0	942
437	ENSP00000219611	6	39	44	78	3837
438	ENSP00000219660	3	4	12	11	783
439	ENSP00000219689	11	10	49	28	4140
440	ENSP00000219746	3	6	0	0	1779
441	ENSP00000219782	0	0	0	0	1650
442	ENSP00000219789	2	2	7	7	639
443	ENSP00000219833	13	8	0	0	1884
444	ENSP00000219905	30	30	92	46	9435
445	ENSP00000219919	7	8	7	1	885
446	ENSP00000220003	4	8	11	18	1350
447	ENSP00000220058	3	4	39	12	1167
448	ENSP00000220062	3	8	25	13	798
449	ENSP00000220166	6	12	20	10	1005
450	ENSP00000220325	2	11	36	27	1623
451	ENSP00000220420	7	16	51	33	2160
452	ENSP00000220429	2	2	0	0	1185
453	ENSP00000220478	1	5	20	21	1740
454	ENSP00000220496	3	3	19	13	960
455	ENSP00000220507	0	2	4	9	738
456	ENSP00000220509	3	20	72	44	2919
457	ENSP00000220562	0	25	49	36	2757
458	ENSP00000220597	3	7	24	16	1296
459	ENSP00000220616	58	54	264	100	8310
460	ENSP00000220659	2	12	38	15	1272
461	ENSP00000220669	3	3	0	0	804
462	ENSP00000220676	29	26	129	48	6471
463	ENSP00000220751	4	4	20	11	1656
464	ENSP00000220763	9	4	25	17	1416
465	ENSP00000220764	3	4	12	5	1047
466	ENSP00000220772	2	4	11	5	996
467	ENSP00000220809	7	11	0	0	1947
468	ENSP00000220812	0	2	22	6	672
469	ENSP00000220822	2	0	11	10	1074
470	ENSP00000220853	1	2	6	2	921
471	ENSP00000220913	1	3	5	1	393
472	ENSP00000220966	13	10	19	9	987
473	ENSP00000221086	2	12	58	26	1647
474	ENSP00000221130	5	16	22	12	1587
475	ENSP00000221132	19	10	38	19	1407
476	ENSP00000221138	0	2	3	8	927
477	ENSP00000221233	4	6	11	12	705
478	ENSP00000221265	1	5	9	15	1599
479	ENSP00000221327	13	7	43	25	2100
480	ENSP00000221399	6	6	28	12	1740
481	ENSP00000221403	6	12	35	11	1002
482	ENSP00000221418	14	14	25	9	1023
483	ENSP00000221452	9	18	19	33	1848
484	ENSP00000221455	0	16	34	16	2211
485	ENSP00000221459	0	2	0	2	711
486	ENSP00000221462	2	15	35	35	2073
487	ENSP00000221466	7	9	29	19	1212
488	ENSP00000221476	5	13	31	21	1143
489	ENSP00000221480	0	8	22	9	723
490	ENSP00000221485	2	9	20	21	1710
491	ENSP00000221486	5	3	13	12	900
492	ENSP00000221494	0	14	11	25	1470
493	ENSP00000221496	23	29	64	18	1683
494	ENSP00000221498	4	5	15	4	726
495	ENSP00000221515	6	2	9	5	324
496	ENSP00000221538	7	9	59	20	2151
497	ENSP00000221543	1	16	48	29	1944
498	ENSP00000221561	0	6	1	11	798
499	ENSP00000221566	1	10	15	32	957
500	ENSP00000221573	3	5	18	16	1017
501	ENSP00000221671	21	22	27	22	1971
502	ENSP00000221730	0	3	15	10	1080
503	ENSP00000221742	4	5	6	3	1752
504	ENSP00000221801	0	4	13	3	1059
505	ENSP00000221847	1	2	19	13	768
506	ENSP00000221855	9	7	1	1	945
507	ENSP00000221856	0	5	19	21	1488
508	ENSP00000221859	0	5	3	5	375
509	ENSP00000221891	6	13	0	0	1956
510	ENSP00000221930	0	9	14	14	1170
511	ENSP00000221954	5	3	21	3	888
512	ENSP00000221957	11	22	22	18	1449
513	ENSP00000221972	6	3	6	2	681
514	ENSP00000221973	2	5	17	13	645
515	ENSP00000221978	14	3	7	4	495
516	ENSP00000222005	6	11	9	7	1155
517	ENSP00000222008	2	8	0	0	555
518	ENSP00000222115	11	15	0	0	1770
519	ENSP00000222120	3	5	15	12	657
520	ENSP00000222139	2	8	26	22	1524
521	ENSP00000222145	4	10	11	19	2904
522	ENSP00000222214	4	14	22	22	1314
523	ENSP00000222219	6	4	23	9	1080
524	ENSP00000222248	3	15	42	37	1944
525	ENSP00000222250	11	11	2	1	1221
526	ENSP00000222256	0	3	4	6	783
527	ENSP00000222284	0	5	15	6	672
528	ENSP00000222286	4	10	23	13	1224
529	ENSP00000222305	0	1	0	0	1248
530	ENSP00000222329	5	11	17	31	1704
531	ENSP00000222339	2	21	51	32	2958
532	ENSP00000222345	26	47	164	96	5388
533	ENSP00000222374	0	7	22	15	1200
534	ENSP00000222381	2	7	30	7	1065
535	ENSP00000222382	6	10	5	2	1512
536	ENSP00000222390	3	9	0	0	2457
537	ENSP00000222399	15	33	0	0	5658
538	ENSP00000222462	2	4	5	3	1095
539	ENSP00000222481	8	15	26	9	1257
540	ENSP00000222543	3	5	11	2	705
541	ENSP00000222547	0	0	5	0	354
542	ENSP00000222567	4	2	24	16	1017
543	ENSP00000222574	1	2	0	0	1632
544	ENSP00000222584	2	5	24	22	2391
545	ENSP00000222598	1	2	18	12	867
546	ENSP00000222644	0	5	11	12	1746
547	ENSP00000222674	4	4	23	6	588
548	ENSP00000222693	2	1	15	3	486
549	ENSP00000222725	2	9	1	0	1431
550	ENSP00000222747	0	2	18	5	915
551	ENSP00000222803	2	2	8	8	693
552	ENSP00000222823	9	23	106	48	2859
553	ENSP00000222968	0	2	6	5	543
554	ENSP00000222982	10	10	30	12	1506
555	ENSP00000222990	2	10	34	32	1407
556	ENSP00000223023	1	6	16	11	1533
557	ENSP00000223026	5	10	43	11	1443
558	ENSP00000223073	1	11	60	23	2313
559	ENSP00000223095	2	8	31	10	1206
560	ENSP00000223129	3	2	5	2	363
561	ENSP00000223145	1	1	14	11	1644
562	ENSP00000223208	2	6	21	9	1134
563	ENSP00000223215	0	4	2	0	1005
564	ENSP00000223321	0	2	0	0	702
565	ENSP00000223324	2	3	19	6	564
566	ENSP00000223366	2	15	0	0	1413
567	ENSP00000223369	0	5	0	0	594
568	ENSP00000223500	0	4	1	3	657
569	ENSP00000223528	3	6	0	0	1383
570	ENSP00000223641	0	0	7	5	288
571	ENSP00000223642	20	22	92	50	5118
572	ENSP00000223836	3	6	0	0	630
573	ENSP00000223864	0	1	17	8	441
574	ENSP00000224073	0	3	0	0	444
575	ENSP00000224140	40	47	129	39	8088
576	ENSP00000224337	3	6	25	19	1368
577	ENSP00000224356	0	3	5	3	1491
578	ENSP00000224652	9	8	21	17	1869
579	ENSP00000224784	0	12	6	9	1419
580	ENSP00000224807	2	8	3	3	975
581	ENSP00000224862	5	7	2	1	1167
582	ENSP00000224950	2	1	26	10	1104
583	ENSP00000225171	6	1	11	4	684
584	ENSP00000225174	1	6	6	3	627
585	ENSP00000225235	0	2	3	3	2337
586	ENSP00000225275	8	8	66	34	2241
587	ENSP00000225276	5	8	23	14	1140
588	ENSP00000225296	6	17	49	28	2298
589	ENSP00000225371	3	13	93	29	2145
590	ENSP00000225387	1	1	18	2	645
591	ENSP00000225388	3	7	38	25	2085
592	ENSP00000225474	1	5	0	0	621
593	ENSP00000225512	0	8	3	13	1143
594	ENSP00000225525	0	3	0	3	372
595	ENSP00000225538	3	7	25	27	1197
596	ENSP00000225609	3	3	9	5	756
597	ENSP00000225665	0	5	10	14	1026
598	ENSP00000225688	0	5	12	5	843
599	ENSP00000225698	1	8	16	8	846
600	ENSP00000225719	7	11	51	18	4140
601	ENSP00000225724	1	2	6	5	750
602	ENSP00000225726	0	5	21	6	1449
603	ENSP00000225729	0	1	0	1	1143
604	ENSP00000225737	1	9	29	17	1986
605	ENSP00000225792	0	7	10	11	1842
606	ENSP00000225823	1	2	5	3	1962
607	ENSP00000225842	3	2	6	7	288
608	ENSP00000225899	8	10	91	31	1344
609	ENSP00000225927	6	21	24	30	2229
610	ENSP00000225929	5	3	1	0	1314
611	ENSP00000225941	1	10	19	8	1098
612	ENSP00000225964	4	30	88	77	4425
613	ENSP00000225969	1	1	8	4	453
614	ENSP00000225972	1	0	18	7	921
615	ENSP00000225983	3	19	42	46	3507
616	ENSP00000226004	0	2	11	5	555
617	ENSP00000226021	2	8	25	12	666
618	ENSP00000226067	1	4	6	7	885
619	ENSP00000226091	2	2	12	7	1020
620	ENSP00000226105	9	10	11	10	558
621	ENSP00000226193	0	4	16	10	600
622	ENSP00000226207	2	35	153	66	5820
623	ENSP00000226218	6	8	22	11	1434
624	ENSP00000226225	1	5	0	0	948
625	ENSP00000226230	1	4	8	4	900
626	ENSP00000226247	7	11	0	0	1944
627	ENSP00000226253	3	10	0	0	1128
628	ENSP00000226279	4	4	4	3	900
629	ENSP00000226284	6	6	31	12	951
630	ENSP00000226299	0	6	26	20	1557
631	ENSP00000226317	4	2	11	8	342
632	ENSP00000226319	2	14	18	24	2571
633	ENSP00000226355	7	8	39	12	1797
634	ENSP00000226382	11	5	5	14	945
635	ENSP00000226413	2	4	9	10	984
636	ENSP00000226432	5	6	52	23	2097
637	ENSP00000226524	6	6	3	7	312
638	ENSP00000226574	6	16	35	28	2907
639	ENSP00000226578	10	10	5	1	2637
640	ENSP00000226730	0	2	5	3	459
641	ENSP00000226760	9	39	0	0	2892
642	ENSP00000226796	1	3	0	0	654
643	ENSP00000226951	17	5	41	13	1329
